Temperature,Humidity,Pressure,AirSpeed,RainToday,RainfallTomorrow
22,81,1020.8,39,0,1
19.2,96,1017.1,31,1,1
20.1,94,1009,26,1,1
23.4,75,1009.9,33,1,1
24.3,66,1008.8,48,1,0
18.9,50,1015.5,37,0,0
20.8,52,1019.5,43,0,0
20.5,55,1022.2,44,0,0
19.5,72,1021.6,41,0,0
21.7,65,1018.7,41,0,0
21.5,58,1021.6,43,0,0
21.1,56,1023.3,30,0,0
22.6,65,1025.7,31,0,0
23.9,68,1025.2,39,0,0
24.4,65,1023.6,33,0,0
24.4,60,1022.5,46,0,0
22.6,75,1018.3,41,0,1
17.3,91,1019.3,37,1,1
20,71,1014.6,48,1,0
18.7,59,1013.1,28,0,0
21,58,1012.5,19,0,0
19.8,71,1009.8,26,0,0
22.9,57,1009.9,24,0,0
18.5,42,1009.1,57,0,0
18.7,52,1018,35,0,0
18.9,52,1024,48,0,1
18.7,67,1028.4,37,1,1
17.8,80,1028.4,35,1,1
16.4,97,1023.9,61,1,1
23.6,79,1013.9,57,1,1
20.2,82,1012.2,30,1,0
21,80,1014.4,30,0,0
22.8,77,1012.4,37,0,0
20.7,75,1013.9,24,0,0
18,52,1018.9,31,0,0
16.4,48,1020.1,31,0,0
16.6,62,1017.7,19,0,0
16.6,59,1015.9,22,0,0
19.1,51,1012.8,28,0,0
18.6,55,1017.5,41,0,0
17.2,65,1015.6,41,0,1
14.5,39,1023.2,54,1,0
17.6,53,1028.3,57,0,1
16.4,89,1032.3,43,1,1
15.2,93,1033.1,44,1,1
16.6,90,1030,26,1,1
17.1,95,1022.9,26,1,0
19.8,76,1018.8,NA,0,0
16.7,94,1020,30,0,1
17.9,70,1014.8,59,1,1
16.8,68,1026,70,1,0
17.9,58,1030.1,37,0,0
16.9,66,1032.1,26,0,0
16,79,1029,17,0,0
16.8,81,1025.5,30,0,0
16.5,84,1024.4,28,0,0
17.8,82,1022.4,24,0,0
16.7,95,1023.3,26,0,1
16.8,96,1016.9,41,1,1
15.1,71,1015.4,31,1,0
12.7,46,1022.8,35,0,0
13.7,68,1022.2,28,0,0
13.6,81,1021.8,26,0,0
12.5,63,1017.9,33,0,0
15.9,69,1025.2,48,0,1
15.2,96,1030.3,24,1,0
17.3,65,1027,28,0,0
16.4,59,1024.1,31,0,0
18.2,65,1028.2,39,0,1
15.3,82,1034.3,43,1,1
14.8,80,1033.5,41,1,1
15.3,87,1030.7,31,1,0
16.1,85,1027.9,19,0,1
16,93,1027.5,24,1,0
15.6,96,1024.4,37,0,1
19.5,78,1014.4,52,1,0
16,65,1015.8,28,0,0
15.8,62,1015.5,39,0,0
14.5,56,1021.1,61,0,0
14.9,60,1026.7,37,0,0
14.4,81,1029.9,22,0,0
13.3,83,1028.7,26,0,0
16.5,78,1025.6,35,0,0
14.8,78,1022.3,35,0,1
14.9,91,1029.3,50,1,0
16,71,1033,35,0,0
14.6,88,1031.6,26,0,0
15,75,1032.4,26,0,0
15.5,78,1028.9,24,0,0
14.2,93,1024.6,28,0,0
14,71,1020.5,46,0,0
13.8,55,1023.9,48,0,0
15.3,69,1024,20,0,0
14.2,73,1022.2,19,0,0
13.6,73,1017.3,19,0,0
13.4,48,1018.8,33,0,0
14.3,64,1026.3,44,0,0
12.8,79,1029.8,26,0,0
16.5,65,1025.5,35,0,0
17,61,1017.6,37,0,0
13.2,41,1010.8,50,0,0
11.4,54,1008.1,50,0,0
14,52,1014.9,37,0,0
9.4,76,1019.8,20,0,0
14,56,1017.8,37,0,0
11.5,43,1012.8,50,0,0
13.8,48,1022.9,50,0,0
15,56,1029.5,50,0,1
13.9,82,1032.9,39,1,1
13.2,92,1032.9,30,1,1
13.1,96,1030.4,26,1,0
16.9,74,1026.4,28,0,1
16.1,87,1021.1,30,1,1
14.2,92,1020,26,1,0
16.4,72,1020.5,19,0,0
12.7,81,1024,31,0,0
12.6,50,1031.7,37,0,0
13.9,60,1033.3,37,0,1
15,78,1028.6,37,1,0
17.2,55,1022.5,28,0,0
18,59,1022.3,31,0,0
20.5,42,1018.8,37,0,0
19.5,48,1014.5,33,0,0
14,52,1021.6,50,0,0
10.2,56,1016.1,30,0,0
13.5,51,1016.6,33,0,0
13.9,52,1022.6,35,0,0
15.1,53,1023,31,0,0
15.5,59,1023.8,30,0,0
17.3,61,1019.8,26,0,0
18.7,38,1016.9,43,0,0
20.9,37,1009.7,61,0,0
15.2,44,1015.8,46,0,0
14.8,49,1025.4,28,0,0
15.8,58,1028.9,37,0,0
15.5,84,1027.4,26,0,0
17.9,57,1018.4,28,0,0
17.3,47,1020.4,31,0,0
15.3,65,1026.4,26,0,0
15.8,79,1029,33,0,0
19.4,67,1027.5,41,0,0
21.6,60,1024.4,41,0,0
21.5,72,1021.4,48,0,1
17,89,1018.2,41,1,1
22,69,1016,37,1,0
17.5,57,1020,28,0,0
16.5,82,1020.8,31,0,1
17.3,54,1021.5,26,1,0
17.4,64,1023.6,43,0,0
17.2,51,1018.1,39,0,0
16.9,52,1016.6,28,0,0
16.5,51,1016.4,24,0,0
15.3,60,1019.4,43,0,1
19.5,64,1007.9,67,1,0
19.2,62,1018.3,54,0,0
18.2,62,1023,33,0,1
17.5,77,1024.6,31,1,1
19.2,69,1022,50,1,0
19.2,61,1019.5,28,0,0
17.1,45,1022.2,39,0,0
17.2,62,1029.3,37,0,0
19.2,60,1032.3,31,0,0
20.1,54,1030.2,41,0,0
19.6,59,1029,22,0,0
20.1,56,1027.4,43,0,0
22,49,1021,NA,0,0
20.7,65,1017.3,33,0,1
20,79,1015.2,74,1,1
15.4,89,1022.4,50,1,1
14.6,90,1024.2,35,1,1
14.3,93,1023.7,30,1,1
19.6,60,1021.5,30,1,0
21.7,45,1015.5,83,0,0
16.5,50,1020.9,69,0,0
15.7,47,1022.3,50,0,1
18,60,1023.6,61,1,1
15.2,83,1025.3,50,1,0
18.4,54,1022.6,43,0,0
19.3,51,1020.8,28,0,0
21.8,55,1020.4,37,0,0
22.7,59,1021.9,30,0,0
20.7,71,1026.9,41,0,0
22.2,65,1031.5,37,0,0
22.1,67,1033,39,0,0
22.1,52,1027.4,28,0,0
25.1,45,1025.5,24,0,0
25.3,37,1025.3,41,0,0
25.9,31,1024.4,76,0,0
18,77,1036.3,48,0,1
18.7,75,1035,30,1,0
21.1,55,1030,46,0,0
21.7,60,1025.1,37,0,0
23.4,62,1019.6,41,0,0
23.4,56,1019.4,54,0,1
19.8,84,1025.1,28,1,1
19.9,89,1026.7,33,1,0
22.1,66,1024.7,52,0,0
22.6,61,1023.1,50,0,0
22,77,1027.1,28,0,0
22.8,66,1027.1,35,0,0
22.6,58,1024.4,59,0,0
22.6,62,1018,57,0,0
20.9,75,1012.2,50,0,1
19.6,68,1018.6,52,1,0
19.1,64,1024.4,39,0,0
22,59,1023.3,54,0,0
23.6,63,1018.9,56,0,1
23.1,68,1019.9,57,1,0
18.1,70,1024.2,35,0,0
18.1,66,1023.5,NA,0,1
19.7,71,1023.6,35,1,0
22.6,56,1022.8,50,0,0
22.1,59,1018.7,61,0,0
21.6,66,1014.7,41,0,0
25,73,1014,33,0,1
22.1,81,1016.2,24,1,1
20.4,96,1016.1,50,1,1
23.3,81,1010.9,46,1,0
19.4,92,1016.5,39,NA,1
20.7,72,1020,35,1,0
20.6,67,1016.5,26,0,0
22.6,69,1019.7,26,0,0
23.2,60,1022,39,0,0
24.3,61,1015.2,NA,0,1
19.8,91,1011.7,NA,1,1
18.6,86,1013.4,NA,1,0
20.7,64,1017.5,NA,0,1
21.3,62,1020.2,NA,1,0
24.6,58,1017.6,NA,0,0
25,64,1015,30,0,0
27.8,49,1015.4,NA,0,0
23.9,73,1013.8,56,0,1
19.3,92,1019,35,1,0
25.2,71,1013.1,56,0,0
22.5,71,1016.7,NA,0,0
26.5,62,1014.6,59,0,0
28.1,64,1008.4,NA,0,0
21.3,72,1014.7,57,0,0
21.5,93,1014.8,43,NA,1
24.4,82,1010.6,NA,1,0
27.8,64,1013.2,54,0,1
23.5,65,1014,54,1,1
19.1,74,1024.7,52,1,0
19.4,64,1024.6,39,0,1
21.4,72,1022.4,NA,1,0
NA,NA,NA,20,0,0
23.8,59,1020.3,30,0,0
25.3,63,1021.6,NA,0,0
24.9,72,1017.4,76,0,1
24.8,68,1016.3,44,1,0
28.4,56,1009,48,0,0
22.5,77,1013.9,52,0,0
21.5,81,1020,37,0,0
25.1,50,1017.1,NA,0,0
25.6,67,1015.7,50,0,0
23.5,78,1014.9,56,0,1
20.3,80,1017.9,26,1,0
24.2,62,1018.5,30,0,0
24.6,60,1017.2,52,0,0
25.4,53,1018.3,63,0,0
26,61,1017.1,56,0,0
25.4,67,1018.9,50,0,1
19.2,90,1016.1,39,1,1
18.3,95,1017.2,44,1,1
22.3,71,1016.6,37,1,0
24.1,73,1012.4,43,0,0
25.9,72,1011.3,59,0,0
21.9,62,1020.1,54,0,0
20.2,63,1019.4,59,0,0
22,64,1017.8,50,0,0
22.9,63,1017.6,39,0,0
22.2,64,1015.1,35,0,0
22.9,59,1012.6,30,0,0
21.3,69,1012.9,30,0,1
21.4,78,1014.3,37,1,0
22.3,85,1012.4,26,0,1
20.8,90,1006.9,43,1,0
24.2,53,1010.4,59,0,0
23.6,53,1019.5,35,0,0
23.3,66,1021.3,28,0,0
23.9,69,1020.1,26,0,0
25.8,63,1016.2,57,0,0
26.9,68,1013.7,52,0,0
26.4,74,1019.7,35,0,0
28,64,1016.6,57,0,0
22.9,74,1018.4,59,0,1
19.4,77,1023.9,48,1,1
18,88,1023.6,48,1,0
22.6,64,1019.8,33,0,0
24.2,64,1018.9,33,0,0
25.7,67,1016.1,54,0,0
25.6,65,1013.9,54,0,0
26.1,72,1011.7,NA,0,1
25.7,80,1007.1,NA,1,1
24.9,68,1012.3,30,1,1
25.2,75,1014,35,1,1
22.2,93,1016.1,24,1,1
23.8,76,1016.8,33,1,1
22.9,83,1010,41,1,1
26.4,71,1004.1,30,1,1
27.9,61,1005,50,1,0
29.9,58,1006.4,57,0,0
23.3,69,1006.4,52,0,0
25.1,68,1004.9,35,0,0
24.9,76,1004,24,0,1
24,85,1007.7,52,1,1
21.1,90,1012,52,1,1
21.2,86,1014.4,48,1,1
22.5,70,1016.3,41,1,0
24.1,65,1016.9,50,0,1
23.8,76,1017.9,44,1,1
22.8,70,1015.8,33,1,0
22.5,80,1015.1,28,0,0
24.2,75,1016.2,28,0,0
24,74,1014.4,30,0,0
23.9,69,1011.1,26,0,0
24.7,73,1011.4,30,0,0
26.9,61,1007.1,33,0,0
24.8,77,1009.2,33,0,0
25.4,74,1008.3,33,0,0
27.5,71,1012.7,52,0,0
26.9,70,1016.8,52,0,0
24.5,84,1022.9,26,0,0
24.8,76,1025,30,0,0
24.5,70,1021.9,24,0,0
25,71,1018.4,35,0,0
25.3,67,1016,50,0,0
26.4,65,1012.3,41,0,0
24.6,84,1016,39,0,0
25.3,76,1016.7,39,0,0
24.8,70,1019.1,41,0,0
20.7,91,1021.4,30,0,0
22.6,82,1021.4,33,0,0
25.2,79,1021.8,39,0,1
22.7,84,1022.2,26,1,1
23,79,1021.9,28,1,0
21.8,89,1022.7,35,0,0
24.8,79,1022.5,31,0,0
24,72,1022.4,NA,0,1
25.3,84,1023.1,41,1,0
24.9,63,1021.5,46,0,0
24.2,76,1020.6,33,0,0
24.2,75,1020.6,28,0,1
22.2,88,1020.5,28,1,0
23.6,83,1017.5,35,0,0
23.5,81,1016.8,33,0,1
22,84,1016.7,35,1,1
23.5,75,1015.4,NA,1,0
25,68,1008.1,59,0,1
23.2,63,1009.4,50,1,0
20.9,69,1015.1,41,0,1
21,77,1014.9,56,1,0
21.2,61,1015.1,41,0,0
21.8,59,1017.2,37,0,0
21.7,73,1021.2,22,0,0
23.1,71,1020.2,44,0,0
21.4,87,1017.5,30,0,1
21.8,91,1017.5,30,1,0
23.6,77,1019.4,43,0,0
25,66,1018.6,50,0,1
22.4,84,1016.4,26,1,0
21.5,64,1016.6,31,0,0
20.8,74,1020,37,0,0
23.8,68,1018.4,39,0,0
25.1,67,1022.1,NA,0,0
26.2,57,1022,28,0,0
24.4,59,1021.5,26,0,0
25.4,49,1020.4,52,0,0
25,66,1020.1,50,0,0
23.3,78,1022.1,43,0,1
22.7,83,1020.3,37,1,1
23.5,80,1019.4,33,1,0
22.5,73,1017.1,31,0,0
22.9,66,1020.9,44,0,1
22.1,68,1025.1,37,1,1
20.6,82,1028.6,33,1,0
21.7,64,1026.5,26,0,0
21,68,1021.7,20,0,0
19.7,81,1020.1,37,0,1
19.7,83,1019.8,33,1,1
21.5,73,1020.5,31,1,0
22.1,68,1023.4,28,0,0
21.9,79,1023.2,26,0,0
24.1,69,1019.6,33,0,1
21.1,70,1019.3,63,1,0
20.6,78,1024.4,63,0,1
17.8,90,1028.5,61,1,1
18.5,86,1028.8,41,1,1
19.3,85,1027,22,1,1
19.6,91,1026,20,1,0
22.5,65,1024.8,33,0,0
23.5,65,1021.7,41,0,0
25.9,71,1017.3,56,0,1
21.4,76,1018.1,37,1,0
22.5,62,1013.4,30,0,0
21.3,58,1016.8,20,0,0
21.4,60,1021.2,33,0,0
21.6,67,1019.8,20,0,0
20.6,76,1021.2,20,0,0
21.4,74,1020.6,37,0,0
23.2,66,1013.6,48,0,0
23.1,70,1009.8,30,0,0
19.1,45,1016.9,28,0,0
17.2,50,1018.3,33,0,0
18.2,62,1023.2,28,0,0
19.7,62,1024.3,30,0,0
20.9,52,1019.8,30,0,0
20.9,51,1021.1,31,0,0
21.9,52,1018.9,28,0,0
19.9,61,1019,19,0,0
19.8,64,1017.9,17,0,0
18.2,61,1019.9,28,0,0
18.8,76,1026.7,24,0,0
18.3,81,1025.4,31,0,0
20.1,65,1018.2,22,0,0
19.2,36,1018.9,NA,0,0
16.2,49,1018.1,28,0,0
17.6,39,1011.9,37,0,0
18.4,55,1005.6,41,0,0
16,47,1011.1,67,0,0
15.2,50,1017.8,24,0,0
13.3,73,1024.5,20,0,0
12,93,1028.2,20,0,0
16.7,70,1027.7,35,0,1
14.6,88,1025.8,19,1,0
15.8,88,1024.4,41,0,1
18.8,90,1014,85,1,1
16.5,90,998.5,70,1,0
16.9,58,1001.9,26,0,0
16,63,1009.4,22,0,0
16.2,62,1013.5,24,0,0
21.8,46,1011.5,37,0,0
18.9,52,1018.8,30,0,0
15.1,74,1023,26,0,0
16.6,61,1032.7,48,0,1
16.3,81,1036.8,33,1,1
14.5,91,1035.6,24,1,0
13.6,91,1032,30,0,0
15.5,81,1026.7,33,0,0
19.5,60,1021.5,41,0,0
20,63,1019.9,35,0,1
16.4,95,1015.8,61,1,1
18.5,60,1003.5,61,1,0
15.3,53,1009.6,37,0,0
14.9,60,1009.4,NA,0,0
12.6,82,1015.1,26,0,0
17.7,68,1007.3,NA,0,0
12.1,33,1017.2,50,0,0
9.2,76,1021.5,26,0,0
14.1,60,1014.6,35,0,0
14.2,48,1018.5,65,0,0
14.6,54,1027,31,0,0
14.8,68,1023.7,35,0,0
15.9,54,1018.4,28,0,0
12.8,64,1025,30,0,0
12.6,81,1027.2,31,0,0
15.8,61,1022.8,35,0,1
14.5,93,1013.5,43,1,0
13.5,53,1011.1,31,0,0
18.2,53,1012.4,48,0,0
17.2,69,1017.6,50,0,0
15.5,65,1021.2,41,0,0
15.2,68,1024.7,28,0,0
18.4,65,1019.3,37,0,0
19.5,63,1013.9,50,0,0
12.6,75,1020.3,35,0,0
11.1,51,1030.6,28,0,0
8.6,87,1030.4,24,0,0
14.1,70,1030.9,30,0,1
15.2,94,1030.1,26,1,0
15.4,90,1027.3,39,0,0
19.7,71,1022.5,26,0,0
19.6,75,1020.5,41,0,1
17.1,89,1019.3,22,1,1
18.8,84,1014.2,33,1,0
23.8,65,1004.2,63,0,0
13.4,57,1017.5,19,0,0
13.7,62,1017,31,0,0
14.1,57,1018.5,31,0,0
13.8,70,1017.4,19,0,0
13.2,67,1024.9,22,0,0
13.9,74,1023.4,30,0,0
15.6,60,1022.6,31,0,0
15.9,66,1019.5,20,0,0
16.5,68,1018.8,33,0,0
18.8,45,1013.3,33,0,1
16.2,86,1008.5,NA,1,1
12.4,85,1018.5,91,1,1
12.8,82,1027.5,46,1,0
16.3,62,1027.1,41,0,1
15.4,79,1027,30,1,0
16.3,75,1024.9,26,0,0
16.2,69,1024.3,33,0,0
19.3,57,1020.3,39,0,0
19.4,56,1018.6,37,0,0
16.4,47,1023.1,33,0,0
15.7,62,1022.5,30,0,0
15.8,63,1027.1,33,0,1
17.2,73,1031.9,31,1,0
16.9,66,1032.1,31,0,0
17.2,58,1027.8,30,0,0
18.1,65,1025.2,31,0,0
17.1,78,1023.6,43,0,0
19.2,59,1015.9,52,0,0
14.4,48,1021.6,26,0,0
17.5,66,1018,50,0,1
19.4,74,1012.6,39,1,1
13.4,94,1012.4,35,1,1
16.3,60,1009.4,41,1,0
13.6,44,1018.3,37,0,0
14.6,60,1021,46,0,0
17.4,56,1023.9,24,0,0
18.3,59,1027,26,0,0
20.7,59,1028.9,48,0,0
18.3,61,1024.7,57,0,0
20.6,71,1020.1,30,0,0
19.8,77,1013.9,56,0,1
22.1,46,1005.7,61,1,0
18,46,1022.4,39,0,0
16,70,1029.9,24,0,0
15.8,78,1031,22,0,0
19.1,69,1031.1,28,0,0
19,81,1030,37,0,0
21,66,1025.2,50,0,1
19.8,72,1017.4,52,1,0
19.6,45,1019.8,26,0,0
20.2,70,1021,39,0,0
22.1,64,1021.8,48,0,0
20.3,75,1017.2,37,0,1
20.3,81,1013.5,NA,1,1
14.2,94,1018.3,39,1,0
20.2,46,1023.4,24,0,0
17.9,85,1015.7,54,0,0
19.2,54,1010.3,30,0,0
18,53,1018.9,26,0,1
17.6,77,1015.5,41,1,1
20.5,47,1009.6,43,1,0
20.7,50,1010.1,43,0,0
21.5,54,1012.5,26,0,0
20.4,59,1006.8,35,0,1
21.1,52,1013,26,1,0
19.4,35,1014.1,37,0,0
18.8,35,1014.7,28,0,0
19.8,64,1006.1,52,0,0
19.7,31,1003,59,0,0
19.8,31,1010.5,37,0,0
19.7,50,1016.4,44,0,0
21.6,49,1006.3,50,0,0
19.2,35,1012.5,50,0,0
20.8,39,1016.1,37,0,0
19.7,32,1021.5,37,0,0
22.1,50,1023.3,41,0,0
23.2,40,1018.4,48,0,1
16.9,87,1023,44,1,0
20.2,61,1015.5,59,0,0
18.7,76,1011.5,57,0,0
18.7,44,1016.9,33,0,0
18.1,52,1017.2,61,0,1
15.4,72,1024.7,35,1,0
18.8,58,1024.5,41,0,0
20.7,54,1019.7,67,0,0
19.9,64,1011.5,54,0,1
18.5,44,1017.5,33,1,0
21.1,51,1018,33,0,1
19.3,71,1023.3,44,1,0
22.3,66,1022.2,61,0,0
19.5,72,1013,57,0,1
16,41,1016.6,57,1,0
17.5,54,1019.4,30,0,0
19.8,56,1019.9,41,0,0
22.7,46,1018.2,35,0,0
23.6,47,1015.3,46,0,0
22.2,72,1017.9,37,0,0
21.6,72,1019.8,30,0,0
23.1,63,1019.2,72,0,0
25.7,58,1009.5,113,0,1
21.1,62,1012.6,39,1,1
21,49,1014.9,39,1,0
22.2,58,1018.8,46,0,0
20.4,70,1015.5,46,0,0
27,31,1008.2,NA,0,0
22.2,26,NA,NA,0,0
23.1,59,1015.1,NA,0,0
27.6,50,1011.1,61,0,1
24.3,59,1012.4,NA,1,1
22.4,75,1009.3,28,1,0
22.6,69,1012,30,0,0
23.2,78,1008.6,39,0,1
27.2,56,1000.5,NA,1,0
22.2,34,1004.9,NA,0,1
20,59,1015.1,44,1,0
21.2,61,1019.3,35,0,0
22.2,59,1024.6,37,0,0
22.8,61,1020.8,54,0,0
24.7,55,1017.8,54,0,0
23.4,75,1021,48,0,0
24.8,65,1020.4,50,0,0
24,60,1018.7,46,0,0
24.3,56,1013.4,52,0,0
22,57,1010.9,41,0,0
22.7,53,1013.7,50,0,0
21.5,76,1017.4,50,0,0
24.8,61,1015.6,54,0,0
24.7,63,1016.5,63,0,0
25.8,47,1011.1,52,0,0
23.5,65,1012.5,28,0,0
23.6,63,1009.5,44,0,1
25.7,69,1009.5,52,1,0
31.2,45,1013,57,0,0
23.3,79,1016,33,0,0
27.8,66,1011.9,59,0,1
27.8,66,1010.6,56,1,1
21,92,1013.3,37,1,1
23.5,81,1012,48,1,1
23.6,79,1007.3,39,1,0
19.7,78,1022.7,NA,0,0
23.4,60,1022.7,37,0,0
24,52,1024.1,48,0,0
24.3,61,1020.7,59,0,0
27,58,1013.9,61,0,0
25.7,60,1012.6,43,0,1
24.8,80,1013.4,43,1,0
25.3,65,1011.1,59,0,0
23.1,71,1015,57,0,1
20.2,74,1020.4,28,1,0
24.2,59,1014.2,50,0,1
26,64,1010.4,35,1,1
23.2,70,1018.3,30,1,0
22.6,69,1019.6,28,0,0
24.6,65,1017.6,48,0,0
25,65,1017.8,37,0,0
26.2,56,1017.5,56,0,0
26.1,56,1016.4,50,0,0
24.6,61,1016.1,50,0,0
28.5,50,1010.4,59,0,0
25.6,70,1005.8,61,0,0
26.8,69,1003.7,41,0,0
27.3,76,1005.7,35,0,1
25.6,87,1006.8,NA,1,1
22.9,68,1016,46,1,1
19.8,93,1018.8,35,1,1
20.2,92,1017.6,39,1,1
20,95,1016.4,41,1,1
22.1,84,1017.7,28,1,0
24.9,59,1015.5,41,0,0
25.5,54,1013.8,54,0,0
27.8,63,1012.6,57,0,0
26.7,76,1010,63,0,1
26.5,77,1011.7,37,1,0
26.7,72,1011.7,57,0,0
31.9,60,1004.2,83,0,1
23.9,95,1011,54,1,1
19.9,94,1017.3,39,1,0
27.2,74,1015.9,54,0,0
32.8,52,1009.1,72,0,1
21.2,94,1014.1,56,1,0
24.3,78,1007.9,59,0,1
24.8,72,1008.3,59,1,0
24.5,67,1017.5,30,0,0
24.8,60,1017.2,50,0,0
27.4,61,1013.2,54,0,0
23.9,85,1017.3,43,0,0
26.2,75,1013.7,26,0,1
25.3,74,1015.8,37,1,0
26.6,73,1016.5,50,0,0
26.8,70,1016.8,48,0,0
27.5,67,1016.3,63,0,0
28.4,68,1012.5,54,0,0
26.4,77,1014.8,44,0,0
27.6,71,1010,39,0,0
25.4,80,1015.8,33,0,0
27.3,69,1015.1,54,0,0
28.1,72,1013.2,59,0,0
28.2,70,1013,59,0,0
26.9,74,1015.7,37,0,1
24.4,92,1018.9,39,1,1
25.3,81,1018.6,30,1,0
26.6,70,1013.4,41,0,0
28.7,61,1008,33,0,0
31.8,47,1002.2,91,0,0
23.9,90,1006,NA,0,1
22.5,92,1013.7,31,1,1
20.2,93,1017.1,37,1,0
25.6,65,1014.4,52,0,0
25.6,68,1014.3,54,0,1
25.6,74,1008.9,59,1,0
23,82,1006.6,44,0,1
23.3,56,1011.6,28,1,0
21.9,77,1018.7,22,0,0
23.9,74,1021.6,22,0,0
23.4,73,1020.9,26,0,0
23.3,72,1020.1,22,0,0
23.5,73,1018.4,33,0,1
22.6,82,1018.6,48,1,1
20.8,84,1020.2,31,1,1
19.5,95,1019.6,30,1,1
21.8,86,1019.1,30,1,1
21,91,1017.9,22,1,0
24.2,77,1014.3,28,0,0
24.7,73,1014.2,33,0,1
23.7,83,1009.5,46,1,1
23.8,75,1010,54,1,0
22.7,61,1013.9,63,0,0
21.8,59,1014.5,54,0,1
20.2,76,1013.3,57,1,0
21.8,66,1012.3,52,0,0
22.1,56,1013.2,33,0,0
21.4,66,1012,31,0,0
22.5,86,1013.4,37,0,1
21.6,90,1017.9,41,1,1
20.2,95,1017.5,39,1,1
21.9,95,1012.3,19,1,0
24.5,82,1012.6,61,0,1
24.7,85,1013.9,70,1,1
25.9,75,1019,41,1,1
24.4,84,1019.4,35,1,1
23.3,87,1018,33,1,0
24.8,80,1015.4,31,0,0
23.7,90,1016.5,39,0,0
22,87,1017.6,41,0,1
21.7,81,1017.9,30,1,0
23.8,85,1014.4,33,0,0
23.5,80,1017.5,28,0,0
24.6,74,1013.6,39,0,0
25.6,75,1014.4,48,0,1
24.4,90,1011.5,54,1,1
20.7,78,1009.5,69,1,0
20.7,67,1015.6,54,0,0
21.2,74,1020.3,74,0,1
18.7,79,1023.5,59,1,1
17.4,90,1024.3,63,1,1
16.8,87,1023.9,46,1,1
16.7,90,1024.6,37,1,1
20.6,74,1026.1,41,1,1
19.1,84,1025.9,30,1,0
21.4,68,1019,33,0,0
21.4,75,1010.7,30,0,0
20.6,49,1015.7,52,0,0
22.5,64,1020.5,46,0,0
20.7,67,1022.2,35,0,0
20.2,67,1021.6,33,0,1
22.1,69,1020.9,20,1,0
21.4,70,1020.7,31,0,0
22.2,64,1023.3,28,0,0
21.8,70,1026.2,30,0,1
20.3,73,1029,33,1,0
20.9,74,1029.6,31,0,1
19.3,82,1028,26,1,1
18.8,88,1027,24,1,0
19.8,76,1024.4,19,0,0
20.5,78,1022.7,20,0,0
22.1,66,1018.4,46,0,1
19.3,87,1010.1,44,1,1
17.2,53,1013.2,37,1,0
17.4,68,1017.5,57,0,0
19.5,57,1020.4,33,0,0
20.3,67,1021.8,37,0,0
21.6,69,1021.8,37,0,0
22.5,58,1018.7,30,0,0
20.3,72,1024,44,0,1
16.4,88,1029.9,41,1,1
18.5,74,1030.6,30,1,0
19.2,74,1027.7,26,0,0
18,72,1024.1,26,0,0
19.1,69,1025.6,31,0,1
16.6,81,1025.4,31,1,0
18.5,69,1023.8,37,0,0
19.1,59,1022.7,39,0,0
20,68,1025.1,37,0,1
19,77,1024.7,26,1,1
15.9,95,1021.1,30,1,1
19,67,1014.4,33,1,0
18.4,72,1017.9,28,0,0
17.6,78,1023.4,26,0,0
16.1,94,1026.9,26,0,1
18.1,95,1025.6,31,1,1
18.7,87,1019.7,26,1,0
19.9,84,1020,20,0,0
20.3,84,1023.2,24,0,0
18.6,90,1022.9,17,0,0
20.4,71,1017.3,31,0,0
17.8,56,1020.8,30,0,0
15.8,80,1021.3,26,0,0
17.3,78,1022.7,37,0,0
19.3,74,1017.8,33,0,1
18.9,58,1018.4,30,1,0
14.1,77,1023.6,17,0,0
14.6,54,1023.8,43,0,0
15.2,59,1029.3,44,0,0
16.9,57,1029.8,46,0,0
17.5,67,1027.9,41,0,0
16.8,66,1026.2,39,0,0
16.3,74,1024.4,26,0,0
14.4,78,1019.9,28,0,0
13.8,55,1019.1,31,0,0
15.7,62,1020.1,46,0,0
16.7,81,1023,46,0,1
14.3,95,1027.9,44,1,1
16.3,94,1027.2,35,1,1
14.6,93,1023.5,43,1,1
16.6,87,1024.9,50,1,1
16.7,82,1028.5,33,1,0
17.7,83,1027.3,28,0,0
15,94,1024.9,15,0,1
16.4,94,1022.6,28,1,1
17.4,72,1021.2,56,1,0
17.6,73,1024.8,56,0,1
17.1,71,1025,50,1,0
17.6,67,1023.8,39,0,0
18.5,59,1026.3,30,0,0
15.1,80,1022.7,20,0,0
16.4,59,1017.8,26,0,0
13.3,83,1020.2,17,0,0
28.9,27,1005.5,54,0,0
25.2,68,1009.5,30,0,0
24.5,57,1014.9,46,0,0
22.9,51,1016.9,39,0,0
24.2,44,1015.1,35,0,0
25.4,54,1013.6,33,0,0
25.2,56,1012.7,39,0,0
26.3,46,1009.6,46,0,0
26.3,53,1011.2,69,0,1
21.1,51,1012,76,1,1
22.5,56,1011.2,76,1,0
25.5,55,1013.3,41,0,0
25.4,47,1016.3,43,0,0
24.3,47,1016.8,39,0,0
24.4,48,1015.5,43,0,0
28.1,32,1011.5,48,0,0
25.6,32,1011.7,57,0,0
22.4,51,1018.1,48,0,0
22.5,52,1017.8,52,0,0
24.6,48,1016.6,44,0,0
25.1,54,1014.8,76,0,1
21.1,97,1012.4,48,1,1
24.3,86,1011.4,22,1,0
27,79,1010.1,28,0,0
28.8,68,1011.1,57,0,1
